"kind"	"id"	"levelreq"	"name"
"prefix"	"89"	"18"	"Amber"
"prefix"	"90"	"0"	""
"prefix"	"91"	"0"	""
"prefix"	"92"	"3"	"Beryl"
"prefix"	"93"	"9"	"Jade"
"prefix"	"94"	"26"	"Jade"
"prefix"	"95"	"13"	"Viridian"
"prefix"	"96"	"41"	"Viridian"
"prefix"	"97"	"0"	""
"prefix"	"98"	"18"	"Emerald"
"prefix"	"99"	"0"	""
"prefix"	"100"	"22"	"Fletcher's"
"prefix"	"101"	"30"	"Archer's"
"prefix"	"102"	"67"	"Archer's"
"prefix"	"103"	"22"	"Monk's"
"prefix"	"104"	"30"	"Priest's"
"prefix"	"105"	"67"	"Priest's"
"prefix"	"106"	"22"	"Summoner's"
"prefix"	"107"	"30"	"Necromancer's"
"prefix"	"108"	"67"	"Necromancer's"
"prefix"	"109"	"22"	"Angel's"
"prefix"	"110"	"30"	"Arch-Angel's"
"prefix"	"111"	"67"	"Arch-Angel's"
"prefix"	"112"	"22"	"Slayer's"
"prefix"	"113"	"30"	"Berserker's"
"prefix"	"114"	"67"	"Berserker's"
"prefix"	"115"	"0"	""
"prefix"	"116"	"0"	""
"prefix"	"117"	"2"	"Triumphant"
"prefix"	"119"	"1"	"Stout"
"prefix"	"120"	"5"	"Stout"
"prefix"	"121"	"9"	"Stout"
"prefix"	"122"	"12"	"Burly"
"prefix"	"123"	"16"	"Burly"
"prefix"	"124"	"20"	"Burly"
"prefix"	"125"	"24"	"Stalwart"
"prefix"	"126"	"29"	"Stalwart"
"prefix"	"127"	"34"	"Stalwart"
"prefix"	"128"	"1"	"Stout"
"prefix"	"129"	"10"	"Stout"
"prefix"	"130"	"15"	"Stout"
"prefix"	"131"	"19"	"Burly"
"prefix"	"132"	"24"	"Burly"
"prefix"	"133"	"30"	"Stalwart"
"prefix"	"134"	"37"	"Stalwart"
"prefix"	"135"	"1"	"Stout"
"prefix"	"136"	"15"	"Stout"
"prefix"	"137"	"28"	"Burly"
"prefix"	"138"	"40"	"Stalwart"
"prefix"	"139"	"1"	"Blanched"
"prefix"	"140"	"12"	"Eburin"
"prefix"	"141"	"24"	"Bone"
"prefix"	"142"	"56"	"Ivory"
"prefix"	"143"	"1"	"Sturdy"
"prefix"	"144"	"3"	"Sturdy"
"prefix"	"145"	"6"	"Strong"
"prefix"	"146"	"14"	"Glorious"
"prefix"	"147"	"18"	"Blessed"
"prefix"	"148"	"23"	"Saintly"
"prefix"	"149"	"27"	"Holy"
"prefix"	"150"	"38"	"Godly"
"prefix"	"151"	"5"	"Devious"
"prefix"	"152"	"10"	"Blank"
"prefix"	"153"	"16"	""
"prefix"	"154"	"21"	"Antimagic"
"prefix"	"155"	"3"	"Red"
"prefix"	"156"	"12"	"Red"
"prefix"	"157"	"21"	"Sanguinary"
"prefix"	"158"	"32"	"Sanguinary"
"prefix"	"159"	"46"	"Bloody"
"prefix"	"160"	"8"	"Red"
"prefix"	"161"	"25"	"Sanguinary"
"prefix"	"162"	"47"	"Bloody"
"prefix"	"163"	"16"	"Red"
"prefix"	"164"	"33"	"Sanguinary"
"prefix"	"165"	"50"	"Bloody"
"prefix"	"166"	"6"	"Scarlet"
"prefix"	"167"	"30"	"Crimson"
"prefix"	"168"	"2"	"Jagged"
"prefix"	"169"	"7"	"Jagged"
"prefix"	"170"	"12"	"Jagged"
"prefix"	"171"	"18"	"Forked"
"prefix"	"172"	"24"	"Forked"
"prefix"	"173"	"31"	"Serrated"
"prefix"	"174"	"39"	"Serrated"
"prefix"	"175"	"7"	"Jagged"
"prefix"	"176"	"15"	"Jagged"
"prefix"	"177"	"22"	"Forked"
"prefix"	"178"	"32"	"Forked"
"prefix"	"179"	"42"	"Serrated"
"prefix"	"180"	"17"	"Jagged"
"prefix"	"181"	"30"	"Forked"
"prefix"	"182"	"45"	"Serrated"
"prefix"	"183"	"9"	"Carbuncle"
"prefix"	"184"	"27"	"Carmine"
"prefix"	"185"	"50"	"Vermillion"
"prefix"	"186"	"1"	"Jagged"
"prefix"	"187"	"3"	"Deadly"
"prefix"	"188"	"6"	"Vicious"
"prefix"	"189"	"10"	"Brutal"
"prefix"	"190"	"15"	"Massive"
"prefix"	"191"	"19"	"Savage"
"prefix"	"192"	"24"	"Merciless"
"prefix"	"193"	"33"	"Ferocious"
"prefix"	"194"	"43"	"Cruel"
"prefix"	"195"	"1"	"Cinnabar"
"prefix"	"196"	"9"	"Rusty"
"prefix"	"197"	"37"	"Realgar"
"prefix"	"198"	"58"	"Ruby"
"prefix"	"199"	"6"	"Vulpine"
"prefix"	"200"	"5"	"Dun"
"prefix"	"201"	"4"	"Tireless"
"prefix"	"202"	"10"	"Tireless"
"prefix"	"203"	"31"	"Brown"
"prefix"	"204"	"1"	"Rugged"
"prefix"	"205"	"5"	"Rugged"
"prefix"	"206"	"15"	"Rugged"
"prefix"	"207"	"0"	"Rugged"
"prefix"	"208"	"5"	"Rugged"
"prefix"	"209"	"15"	"Rugged"
"prefix"	"210"	"0"	"Rugged"
"prefix"	"211"	"15"	"Rugged"
"prefix"	"212"	"1"	"Rugged"
"prefix"	"213"	"6"	"Rugged"
"prefix"	"214"	"6"	"Rugged"
"prefix"	"215"	"12"	"Vigorous"
"prefix"	"216"	"1"	"Chestnut"
"prefix"	"217"	"12"	"Maroon"
"prefix"	"218"	"1"	"Bronze"
"prefix"	"219"	"5"	"Bronze"
"prefix"	"220"	"9"	"Bronze"
"prefix"	"221"	"14"	"Iron"
"prefix"	"222"	"18"	"Iron"
"prefix"	"223"	"23"	"Iron"
"prefix"	"224"	"29"	"Steel"
"prefix"	"225"	"35"	"Steel"
"prefix"	"226"	"41"	"Steel"
"prefix"	"227"	"1"	"Bronze"
"prefix"	"228"	"5"	"Bronze"
"prefix"	"229"	"12"	"Bronze"
"prefix"	"230"	"18"	"Iron"
"prefix"	"231"	"26"	"Iron"
"prefix"	"232"	"36"	"Steel"
"prefix"	"233"	"44"	"Steel"
"prefix"	"234"	"1"	"Bronze"
"prefix"	"235"	"15"	"Bronze"
"prefix"	"236"	"31"	"Iron"
"prefix"	"237"	"49"	"Steel"
"prefix"	"238"	"1"	"Bronze"
"prefix"	"239"	"3"	"Iron"
"prefix"	"240"	"6"	"Steel"
"prefix"	"241"	"9"	"Silver"
"prefix"	"242"	"12"	"Gold"
"prefix"	"243"	"16"	"Platinum"
"prefix"	"244"	"20"	"Meteoric"
"prefix"	"245"	"24"	"Strange"
"prefix"	"246"	"27"	"Weird"
"prefix"	"247"	"1"	"Nickel"
"prefix"	"248"	"6"	"Tin"
"prefix"	"249"	"18"	"Silver"
"prefix"	"250"	"36"	"Argent"
"prefix"	"251"	"11"	"Fine"
"prefix"	"252"	"16"	"Fine"
"prefix"	"253"	"21"	"Sharp"
"prefix"	"254"	"14"	"Fine"
"prefix"	"255"	"21"	"Sharp"
"prefix"	"256"	"21"	"Fine"
"prefix"	"257"	"3"	"Sharp"
"prefix"	"258"	"9"	"Fine"
"prefix"	"259"	"13"	"Warrior's"
"prefix"	"260"	"19"	"Soldier's"
"prefix"	"261"	"30"	"Knight's"
"prefix"	"262"	"39"	"Lord's"
"prefix"	"263"	"48"	"King's"
"prefix"	"264"	"48"	"Master's"
"prefix"	"265"	"61"	"Grandmaster's"
"prefix"	"266"	"1"	"Glimmering"
"prefix"	"267"	"4"	"Glowing"
"prefix"	"268"	"1"	"Bright"
"prefix"	"269"	"7"	"Screaming"
"prefix"	"270"	"12"	"Howling"
"prefix"	"271"	"13"	"Wailing"
"prefix"	"272"	"7"	"Screaming"
"prefix"	"273"	"12"	"Howling"
"prefix"	"274"	"18"	"Wailing"
"prefix"	"275"	"0"	"Lucky"
"prefix"	"276"	"0"	"Lucky"
"prefix"	"277"	"0"	"Lucky"
"prefix"	"278"	"0"	"Lucky"
"prefix"	"279"	"0"	"Lucky"
"prefix"	"280"	"0"	"Lucky"
"prefix"	"281"	"3"	"Felicitous"
"prefix"	"282"	"8"	"Fortuitous"
"prefix"	"283"	"12"	"Emerald"
"prefix"	"284"	"1"	"Lizard's"
"prefix"	"285"	"5"	"Lizard's"
"prefix"	"286"	"9"	"Lizard's"
"prefix"	"287"	"14"	"Snake's"
"prefix"	"288"	"18"	"Snake's"
"prefix"	"289"	"23"	"Snake's"
"prefix"	"290"	"29"	"Serpent's"
"prefix"	"291"	"35"	"Serpent's"
"prefix"	"292"	"41"	"Serpent's"
"prefix"	"293"	"1"	"Lizard's"
"prefix"	"294"	"6"	"Lizard's"
"prefix"	"295"	"12"	"Lizard's"
"prefix"	"296"	"18"	"Snake's"
"prefix"	"297"	"25"	"Snake's"
"prefix"	"298"	"33"	"Serpent's"
"prefix"	"299"	"41"	"Serpent's"
"prefix"	"300"	"12"	"Lizard's"
"prefix"	"301"	"12"	"Lizard's"
"prefix"	"302"	"24"	"Snake's"
"prefix"	"303"	"40"	"Serpent's"
"prefix"	"304"	"2"	"Lizard's"
"prefix"	"305"	"4"	"Snake's"
"prefix"	"306"	"10"	"Serpent's"
"prefix"	"307"	"27"	"Serpent's"
"prefix"	"308"	"15"	"Drake's"
"prefix"	"309"	"18"	"Dragon's"
"prefix"	"310"	"39"	"Dragon's"
"prefix"	"311"	"22"	"Wyrm's"
"prefix"	"312"	"29"	"Great Wyrm's"
"prefix"	"313"	"37"	"Bahamut's"
"prefix"	"314"	"2"	"Zircon"
"prefix"	"315"	"12"	"Jacinth"
"prefix"	"316"	"21"	"Turquoise"
"prefix"	"317"	"6"	"Shimmering"
"prefix"	"318"	"10"	"Shimmering"
"prefix"	"319"	"27"	"Shimmering"
"prefix"	"320"	"12"	"Shimmering"
"prefix"	"321"	"26"	"Shimmering"
"prefix"	"322"	"25"	"Shimmering"
"prefix"	"323"	"4"	"Shimmering"
"prefix"	"324"	"13"	"Rainbow"
"prefix"	"325"	"21"	"Scintillating"
"prefix"	"326"	"31"	"Prismatic"
"prefix"	"327"	"42"	"Chromatic"
"prefix"	"328"	"6"	"Shimmering"
"prefix"	"329"	"15"	"Rainbow"
"prefix"	"330"	"25"	"Scintillating"
"prefix"	"331"	"31"	"Prismatic"
"prefix"	"332"	"41"	"Chromatic"
"prefix"	"333"	"37"	"Shimmering"
"prefix"	"334"	"48"	"Rainbow"
"prefix"	"335"	"59"	"Scintillating"
"prefix"	"336"	"12"	"Shimmering"
"prefix"	"337"	"26"	"Scintillating"
"prefix"	"338"	"1"	"Azure"
"prefix"	"339"	"7"	"Lapis"
"prefix"	"340"	"15"	"Cobalt"
"prefix"	"341"	"22"	"Sapphire"
"prefix"	"342"	"1"	"Azure"
"prefix"	"343"	"12"	"Lapis"
"prefix"	"344"	"18"	"Cobalt"
"prefix"	"345"	"27"	"Sapphire"
"prefix"	"346"	"1"	"Azure"
"prefix"	"347"	"10"	"Lapis"
"prefix"	"348"	"20"	"Cobalt"
"prefix"	"349"	"32"	"Sapphire"
"prefix"	"350"	"3"	"Azure"
"prefix"	"351"	"9"	"Lapis"
"prefix"	"352"	"26"	"Lapis"
"prefix"	"353"	"13"	"Cobalt"
"prefix"	"354"	"41"	"Cobalt"
"prefix"	"355"	"18"	"Sapphire"
"prefix"	"356"	"1"	"Lapis Lazuli"
"prefix"	"357"	"14"	"Sapphire"
"prefix"	"358"	"1"	"Crimson"
"prefix"	"359"	"7"	"Russet"
"prefix"	"360"	"15"	"Garnet"
"prefix"	"361"	"22"	"Ruby"
"prefix"	"362"	"1"	"Crimson"
"prefix"	"363"	"12"	"Russet"
"prefix"	"364"	"18"	"Garnet"
"prefix"	"365"	"27"	"Ruby"
"prefix"	"366"	"1"	"Crimson"
"prefix"	"367"	"10"	"Russet"
"prefix"	"368"	"20"	"Garnet"
"prefix"	"369"	"32"	"Ruby"
"prefix"	"370"	"9"	"Russet"
"prefix"	"371"	"26"	"Russet"
"prefix"	"372"	"13"	"Garnet"
"prefix"	"373"	"41"	"Garnet"
"prefix"	"374"	"18"	"Ruby"
"prefix"	"375"	"1"	"Garnet"
"prefix"	"376"	"13"	"Ruby"
"prefix"	"377"	"1"	"Tangerine"
"prefix"	"378"	"7"	"Ocher"
"prefix"	"379"	"15"	"Coral"
"prefix"	"380"	"22"	"Amber"
"prefix"	"381"	"1"	"Tangerine"
"prefix"	"382"	"12"	"Ocher"
"prefix"	"383"	"18"	"Coral"
"prefix"	"384"	"27"	"Amber"
"prefix"	"385"	"1"	"Tangerine"
"prefix"	"386"	"10"	"Ocher"
"prefix"	"387"	"20"	"Coral"
"prefix"	"388"	"32"	"Amber"
"prefix"	"389"	"3"	"Tangerine"
"prefix"	"390"	"9"	"Ocher"
"prefix"	"391"	"26"	"Ocher"
"prefix"	"392"	"13"	"Coral"
"prefix"	"393"	"41"	"Coral"
"prefix"	"394"	"18"	"Amber"
"prefix"	"395"	"1"	"Camphor"
"prefix"	"396"	"14"	"Ambergris"
"prefix"	"397"	"1"	"Beryl"
"prefix"	"398"	"7"	"Viridian"
"prefix"	"399"	"15"	"Jade"
"prefix"	"400"	"22"	"Emerald"
"prefix"	"401"	"1"	"Beryl"
"prefix"	"402"	"12"	"Viridian"
"prefix"	"403"	"18"	"Jade"
"prefix"	"404"	"27"	"Emerald"
"prefix"	"405"	"1"	"Beryl"
"prefix"	"406"	"10"	"Viridian"
"prefix"	"407"	"20"	"Jade"
"prefix"	"408"	"32"	"Emerald"
"prefix"	"409"	"3"	"Beryl"
"prefix"	"410"	"9"	"Viridian"
"prefix"	"411"	"26"	"Viridian"
"prefix"	"412"	"13"	"Jade"
"prefix"	"413"	"41"	"Jade"
"prefix"	"414"	"18"	"Emerald"
"prefix"	"415"	"1"	"Beryl"
"prefix"	"416"	"14"	"Jade"
"prefix"	"417"	"2"	"Triumphant"
"prefix"	"418"	"12"	"Victorious"
"prefix"	"419"	"16"	"Aureolin"
"prefix"	"420"	"7"	"Mechanist's"
"prefix"	"421"	"25"	"Artificer's"
"prefix"	"422"	"47"	"Jeweler's"
"prefix"	"423"	"1"	"Assamic"
"prefix"	"424"	"11"	"Arcadian"
"prefix"	"425"	"18"	"Unearthly"
"prefix"	"426"	"26"	"Astral"
"prefix"	"427"	"33"	"Elysian"
"prefix"	"428"	"41"	"Celestial"
"prefix"	"429"	"19"	"Diamond"
"prefix"	"430"	"42"	"Fletcher's"
"prefix"	"431"	"42"	"Acrobat's"
"prefix"	"432"	"42"	"Harpoonist's"
"prefix"	"433"	"15"	"Fletcher's"
"prefix"	"434"	"30"	"Bowyer's"
"prefix"	"435"	"45"	"Archer's"
"prefix"	"436"	"15"	"Acrobat's"
"prefix"	"437"	"30"	"Gymnast's"
"prefix"	"438"	"45"	"Athlete's"
"prefix"	"439"	"15"	"Harpoonist's"
"prefix"	"440"	"30"	"Spearmaiden's"
"prefix"	"441"	"45"	"Lancer's"
"prefix"	"442"	"42"	"Burning"
"prefix"	"443"	"42"	"Sparking"
"prefix"	"444"	"42"	"Chilling"
"prefix"	"445"	"15"	"Burning"
"prefix"	"446"	"30"	"Blazing"
"prefix"	"447"	"45"	"Volcanic"
"prefix"	"448"	"15"	"Sparking"
"prefix"	"449"	"30"	"Charged"
"prefix"	"450"	"45"	"Powered"
"prefix"	"451"	"15"	"Chilling"
"prefix"	"452"	"30"	"Freezing"
"prefix"	"453"	"45"	"Glacial"
"prefix"	"454"	"42"	"Hexing"
"prefix"	"455"	"42"	"Fungal"
"prefix"	"456"	"42"	"Graverobber's"
"prefix"	"457"	"15"	"Hexing"
"prefix"	"458"	"30"	"Blighting"
"prefix"	"459"	"45"	"Accursed"
"prefix"	"460"	"15"	"Fungal"
"prefix"	"461"	"30"	"Noxious"
"prefix"	"462"	"45"	"Venomous"
"prefix"	"463"	"15"	"Graverobber's"
"prefix"	"464"	"30"	"Vodoun"
"prefix"	"465"	"45"	"Golemlord's"
"prefix"	"466"	"42"	"Lion Branded"
"prefix"	"467"	"42"	"Captain's"
"prefix"	"468"	"42"	"Preserver's"
"prefix"	"469"	"15"	"Lion Branded"
"prefix"	"470"	"30"	"Hawk Branded"
"prefix"	"471"	"45"	"Rose Branded"
"prefix"	"472"	"15"	"Captain's"
"prefix"	"473"	"30"	"Commander's"
"prefix"	"474"	"45"	"Marshal's"
"prefix"	"475"	"15"	"Preserver's"
"prefix"	"476"	"30"	"Warder's"
"prefix"	"477"	"45"	"Guardian's"
"prefix"	"478"	"42"	"Expert's"
"prefix"	"479"	"42"	"Fanatic"
"prefix"	"480"	"42"	"Sounding"
"prefix"	"481"	"15"	"Expert's"
"prefix"	"482"	"30"	"Veteran's"
"prefix"	"483"	"45"	"Master's"
"prefix"	"484"	"15"	"Fanatic"
"prefix"	"485"	"30"	"Raging"
"prefix"	"486"	"45"	"Furious"
"prefix"	"487"	"15"	"Sounding"
"prefix"	"488"	"30"	"Resonant"
"prefix"	"489"	"45"	"Echoing"
"prefix"	"490"	"42"	"Trainer's"
"prefix"	"491"	"42"	"Spiritual"
"prefix"	"492"	"42"	"Nature's"
"prefix"	"493"	"15"	"Trainer's"
"prefix"	"494"	"30"	"Caretaker's"
"prefix"	"495"	"45"	"Keeper's"
"prefix"	"496"	"15"	"Spiritual"
"prefix"	"497"	"30"	"Feral"
"prefix"	"498"	"45"	"Communal"
"prefix"	"499"	"15"	"Nature's"
"prefix"	"500"	"30"	"Terra's"
"prefix"	"501"	"45"	"Gaea's"
"prefix"	"502"	"42"	"Entrapping"
"prefix"	"503"	"42"	"Mentalist's"
"prefix"	"504"	"42"	"Shogukusha's"
"prefix"	"505"	"15"	"Entrapping"
"prefix"	"506"	"30"	"Trickster's"
"prefix"	"507"	"45"	"Cunning"
"prefix"	"508"	"15"	"Mentalist's"
"prefix"	"509"	"30"	"Psychic"
"prefix"	"510"	"45"	"Shadow"
"prefix"	"511"	"15"	"Shogukusha's"
"prefix"	"512"	"30"	"Sensei's"
"prefix"	"513"	"45"	"Kenshi's"
"prefix"	"514"	"1"	"Miocene"
"prefix"	"515"	"1"	"Miocene"
"prefix"	"516"	"7"	"Oligocene"
"prefix"	"517"	"7"	"Oligocene"
"prefix"	"518"	"15"	"Eocene"
"prefix"	"519"	"15"	"Eocene"
"prefix"	"520"	"22"	"Paleocene"
"prefix"	"521"	"22"	"Paleocene"
"prefix"	"522"	"1"	"Knave's"
"prefix"	"523"	"7"	"Jack's"
"prefix"	"524"	"15"	"Jester's"
"prefix"	"525"	"26"	"Joker's"
"prefix"	"526"	"37"	"Trump"
"prefix"	"527"	"1"	"Loud"
"prefix"	"528"	"7"	"Calling"
"prefix"	"529"	"15"	"Yelling"
"prefix"	"530"	"26"	"Shouting"
"prefix"	"531"	"37"	"Gritty"
"prefix"	"532"	"18"	"Paradox"
"prefix"	"533"	"18"	"Paradox"
"prefix"	"534"	"1"	"Robineye"
"prefix"	"535"	"7"	"Sparroweye"
"prefix"	"536"	"15"	"Falconeye"
"prefix"	"537"	"26"	"Hawkeye"
"prefix"	"538"	"37"	"Eagleeye"
"prefix"	"539"	"18"	"Visionary"
"prefix"	"540"	"18"	"Mnemonic"
"prefix"	"541"	"18"	"Snowflake"
"prefix"	"542"	"26"	"Shivering"
"prefix"	"543"	"40"	"Boreal"
"prefix"	"544"	"60"	"Hibernal"
"prefix"	"545"	"18"	"Ember"
"prefix"	"546"	"26"	"Smoldering"
"prefix"	"547"	"37"	"Smoking"
"prefix"	"548"	"51"	"Flaming"
"prefix"	"549"	"67"	"Scorching"
"prefix"	"550"	"18"	"Static"
"prefix"	"551"	"25"	"Glowing"
"prefix"	"552"	"36"	"Buzzing"
"prefix"	"553"	"50"	"Arcing"
"prefix"	"554"	"66"	"Shocking"
"prefix"	"555"	"1"	"Septic"
"prefix"	"556"	"7"	"Envenomed"
"prefix"	"557"	"15"	"Corosive"
"prefix"	"558"	"26"	"Toxic"
"prefix"	"559"	"37"	"Pestilent"
"prefix"	"560"	"27"	"Maiden's"
"prefix"	"561"	"67"	"Valkyrie's"
"prefix"	"562"	"22"	"Maiden's"
"prefix"	"563"	"42"	"Valkyrie's"
"prefix"	"564"	"27"	"Monk's"
"prefix"	"565"	"67"	"Priest's"
"prefix"	"566"	"22"	"Monk's"
"prefix"	"567"	"42"	"Priest's"
"prefix"	"568"	"27"	"Monk's"
"prefix"	"569"	"58"	"Priest's"
"prefix"	"570"	"27"	"Summoner's"
"prefix"	"571"	"67"	"Necromancer's"
"prefix"	"572"	"22"	"Summoner's"
"prefix"	"573"	"42"	"Necromancer's"
"prefix"	"574"	"27"	"Angel's"
"prefix"	"575"	"67"	"Arch-Angel's"
"prefix"	"576"	"22"	"Angel's"
"prefix"	"577"	"42"	"Arch-Angel's"
"prefix"	"578"	"27"	"Slayer's"
"prefix"	"579"	"67"	"Berserker's"
"prefix"	"580"	"22"	"Slayer's"
"prefix"	"581"	"42"	"Berserker's"
"prefix"	"582"	"22"	"Slayer's"
"prefix"	"583"	"42"	"Berserker's"
"prefix"	"584"	"27"	"Shaman's"
"prefix"	"585"	"67"	"Hierophant's"
"prefix"	"586"	"22"	"Shaman's"
"prefix"	"587"	"42"	"Hierophant's"
"prefix"	"588"	"27"	"Magekiller's"
"prefix"	"589"	"67"	"Witch-hunter's"
"prefix"	"590"	"22"	"Magekiller's"
"prefix"	"591"	"42"	"Witch-hunter's"
"prefix"	"592"	"1"	"Compact"
"prefix"	"593"	"12"	"Thin"
"prefix"	"594"	"30"	"Dense"
"prefix"	"595"	"1"	"Consecrated"
"prefix"	"596"	"11"	"Pure"
"prefix"	"597"	"18"	"Sacred"
"prefix"	"598"	"27"	"Hallowed"
"prefix"	"599"	"37"	"Divine"
"prefix"	"600"	"13"	"Pearl"
"prefix"	"601"	"3"	"Crimson"
"prefix"	"602"	"11"	"Red"
"prefix"	"603"	"37"	"Sanguinary"
"prefix"	"604"	"67"	"Bloody"
"prefix"	"605"	"22"	"Red"
"prefix"	"606"	"52"	"Sanguinary"
"prefix"	"607"	"82"	"Red"
"prefix"	"608"	"5"	"Jagged"
"prefix"	"609"	"29"	"Forked"
"prefix"	"610"	"59"	"Serrated"
"prefix"	"611"	"16"	"Jagged"
"prefix"	"612"	"44"	"Forked"
"prefix"	"613"	"73"	"Jagged"
"prefix"	"614"	"6"	"Snowflake"
"prefix"	"615"	"11"	"Shivering"
"prefix"	"616"	"22"	"Boreal"
"prefix"	"617"	"38"	"Hibernal"
"prefix"	"618"	"13"	"Snowflake"
"prefix"	"619"	"21"	"Shivering"
"prefix"	"620"	"41"	"Boreal"
"prefix"	"621"	"61"	"Hibernal"
"prefix"	"622"	"20"	"Snowflake"
"prefix"	"623"	"34"	"Shivering"
"prefix"	"624"	"58"	"Boreal"
"prefix"	"625"	"83"	"Hibernal"
"prefix"	"626"	"3"	"Ember"
"prefix"	"627"	"11"	"Smoldering"
"prefix"	"628"	"21"	"Smoking"
"prefix"	"629"	"35"	"Flaming"
"prefix"	"630"	"9"	"Ember"
"prefix"	"631"	"20"	"Smoldering"
"prefix"	"632"	"39"	"Smoking"
"prefix"	"633"	"59"	"Flaming"
"prefix"	"634"	"15"	"Ember"
"prefix"	"635"	"32"	"Smoldering"
"prefix"	"636"	"56"	"Smoking"
"prefix"	"637"	"81"	"Flaming"
"prefix"	"638"	"5"	"Static"
"prefix"	"639"	"10"	"Glowing"
"prefix"	"640"	"21"	"Arcing"
"prefix"	"641"	"36"	"Shocking"
"prefix"	"642"	"10"	"Static"
"prefix"	"643"	"20"	"Glowing"
"prefix"	"644"	"40"	"Arcing"
"prefix"	"645"	"60"	"Shocking"
"prefix"	"646"	"17"	"Static"
"prefix"	"647"	"33"	"Glowing"
"prefix"	"648"	"57"	"Arcing"
"prefix"	"649"	"82"	"Shocking"
"prefix"	"650"	"1"	"Septic"
"prefix"	"651"	"9"	"Envenomed"
"prefix"	"652"	"20"	"Toxic"
"prefix"	"653"	"34"	"Pestilent"
"prefix"	"654"	"6"	"Septic"
"prefix"	"655"	"19"	"Envenomed"
"prefix"	"656"	"38"	"Toxic"
"prefix"	"657"	"58"	"Pestilent"
"prefix"	"658"	"13"	"Septic"
"prefix"	"659"	"31"	"Envenomed"
"prefix"	"660"	"55"	"Toxic"
"prefix"	"661"	"80"	"Pestilent"
"prefix"	"662"	"1"	"Tireless"
"prefix"	"663"	"1"	"Lizard's"
"prefix"	"664"	"1"	"Azure"
